E & (~B ==> C) & E & (~E ^ ~G) & (~E ^ ~G) & E & (~E ^ ~G) & (~B ==> C) . What is ~H ?	E & (~B ==> C) & (~E ^ ~G) . What is ~H ?	E & (~B ==> C) & (~E ^ ~G)	Unknown HELP!
~E & ~E & ~E & (B | ~J) & (B | ~J) & (~C ^ B) & (B | ~J) . What is E ?	~E & (B | ~J) & (~C ^ B) . What is E ?	~E & (B | ~J) & (~C ^ B)	False
(D ==> F) & (D ==> F) & (F | ~A) & (F | ~A) & (D ==> F) & ~F & (~J ^ D) & (~J ^ D) & (~J ^ D) & ~F & ~F . What is F ?	(D ==> F) & (F | ~A) & ~F & (~J ^ D) . What is F ?	(D ==> F) & (F | ~A) & ~F & (~J ^ D)	False
(H ^ ~J) . What is ~H ?	(H ^ ~J) . What is ~H ?	(H ^ ~J)	Unknown HELP!
(I | ~A) & (~J ^ I) & (~J ^ I) & (~J ^ I) & (G & ~J) & (G & ~J) . What is ~A ?	(I | ~A) & (~J ^ I) & (G & ~J) . What is ~A ?	(I | ~A) & (~J ^ I) & (G & ~J)	True
(D | G) . What is D ?	(D | G) . What is D ?	(D | G)	Unknown HELP!
(~E ==> D) & (J & H) & F & F & (~E ==> D) & G & (~E ==> D) & (J & H) & G . What is H ?	(~E ==> D) & (J & H) & F & G . What is H ?	(~E ==> D) & (J & H) & F & G	True
(~D <=> G) & J & J & J & D & (C ^ B) & D & (C ^ B) & (C ^ B) . What is J ?	(~D <=> G) & J & D & (C ^ B) . What is J ?	(~D <=> G) & J & D & (C ^ B)	True
~J & (~D | ~F) & (E <=> ~D) & (~A | ~B) & (~C ^ E) & (~D | ~F) & ~F & ~F & (E <=> ~D) & (E <=> ~D) & ~F . What is ~D ?	~J & (~D | ~F) & (E <=> ~D) & (~A | ~B) & (~C ^ E) & ~F . What is ~D ?	~J & (~D | ~F) & (E <=> ~D) & (~A | ~B) & (~C ^ E) & ~F	Unknown HELP!
~I . What is ~I ?	~I . What is ~I ?	~I	True
(~E <=> F) & (I & H) & F & (~D ^ I) & (~E <=> F) & ~D & (H | A) & (~D ^ I) & (~D ^ I) & ~D & ~D . What is A ?	(~E <=> F) & (I & H) & F & (~D ^ I) & ~D & (H | A) . What is A ?	(~E <=> F) & (I & H) & F & (~D ^ I) & ~D & (H | A)	Contradictory
~G & (C ==> ~F) & (C ==> ~F) & ~G & (~G ^ ~I) & ~C & (~I <=> ~J) & (~G ^ ~I) & (~G ^ ~I) & (~I <=> ~J) . What is ~G ?	~G & (C ==> ~F) & (~G ^ ~I) & ~C & (~I <=> ~J) . What is ~G ?	~G & (C ==> ~F) & (~G ^ ~I) & ~C & (~I <=> ~J)	True
I & I & I . What is I ?	I . What is I ?	I	True
H & (C | F) & (B & D) & (C | F) & (~G <=> ~I) & (D ==> C) & (D ==> C) & (~G <=> ~I) . What is ~D ?	H & (C | F) & (B & D) & (~G <=> ~I) & (D ==> C) . What is ~D ?	H & (C | F) & (B & D) & (~G <=> ~I) & (D ==> C)	False
H & (C <=> ~H) & H & (C <=> ~H) & H & (J ==> C) & (J ==> C) . What is ~H ?	H & (C <=> ~H) & (J ==> C) . What is ~H ?	H & (C <=> ~H) & (J ==> C)	False
(~F <=> J) & B & F & (~F <=> J) & (J ==> ~C) & F & (~D | ~B) & (~D | ~B) & (~D | ~B) . What is J ?	(~F <=> J) & B & F & (J ==> ~C) & (~D | ~B) . What is J ?	(~F <=> J) & B & F & (J ==> ~C) & (~D | ~B)	False
F & F . What is ~F ?	F . What is ~F ?	F	False
E & (I ^ ~D) & (~G ^ E) & E & ~F & (F & I) & (~G ^ E) & (I ^ ~D) . What is F ?	E & (I ^ ~D) & (~G ^ E) & ~F & (F & I) . What is F ?	E & (I ^ ~D) & (~G ^ E) & ~F & (F & I)	Contradictory
~A & (G & D) & (G & D) & (D <=> ~C) & (G & D) & (F ^ J) & (F ^ J) & (D <=> ~C) & (E ^ G) & (D <=> ~C) & (E ^ G) & (E ^ G) . What is D ?	~A & (G & D) & (D <=> ~C) & (F ^ J) & (E ^ G) . What is D ?	~A & (G & D) & (D <=> ~C) & (F ^ J) & (E ^ G)	True
(C | ~A) & (C | ~A) & (H ^ ~D) & (H ^ ~D) & ~C & ~C & ~C & (~D & ~J) . What is ~H ?	(C | ~A) & (H ^ ~D) & ~C & (~D & ~J) . What is ~H ?	(C | ~A) & (H ^ ~D) & ~C & (~D & ~J)	True
(J | D) & (I <=> F) & (I <=> F) & F & (I <=> F) & F & E & E & F . What is I ?	(J | D) & (I <=> F) & F & E . What is I ?	(J | D) & (I <=> F) & F & E	True
(~F & C) & A & A . What is C ?	(~F & C) & A . What is C ?	(~F & C) & A	True
(J ^ ~F) & (~A ==> J) & (J ^ ~F) & (~G & ~E) & (~B & ~A) & (~A ==> J) & H & (J ^ ~F) & H & H . What is ~J ?	(J ^ ~F) & (~A ==> J) & (~G & ~E) & (~B & ~A) & H . What is ~J ?	(J ^ ~F) & (~A ==> J) & (~G & ~E) & (~B & ~A) & H	False
H & H . What is ~H ?	H . What is ~H ?	H	False
~I & ~I & (B & A) & (~J ^ ~F) & ~D & (~J ^ ~F) & (~J ^ ~F) . What is ~I ?	~I & (B & A) & (~J ^ ~F) & ~D . What is ~I ?	~I & (B & A) & (~J ^ ~F) & ~D	True
D & (~G ^ H) & (~C ==> D) . What is G ?	D & (~G ^ H) & (~C ==> D) . What is G ?	D & (~G ^ H) & (~C ==> D)	Unknown HELP!
(D & ~C) & (~G ^ D) & (~E ^ ~G) & (D & ~C) & (~E ^ ~G) . What is E ?	(D & ~C) & (~G ^ D) & (~E ^ ~G) . What is E ?	(D & ~C) & (~G ^ D) & (~E ^ ~G)	False
(~I | F) & (~I | F) & (~G <=> ~I) & (~J | ~G) & (~G <=> ~I) & J & J . What is G ?	(~I | F) & (~G <=> ~I) & (~J | ~G) & J . What is G ?	(~I | F) & (~G <=> ~I) & (~J | ~G) & J	False
C & C . What is C ?	C . What is C ?	C	True
B . What is ~B ?	B . What is ~B ?	B	False
(~I & ~J) & (~F & ~I) . What is ~F ?	(~I & ~J) & (~F & ~I) . What is ~F ?	(~I & ~J) & (~F & ~I)	True
(~G | ~C) & (E <=> ~G) & E & (E <=> ~G) & E . What is ~E ?	(~G | ~C) & (E <=> ~G) & E . What is ~E ?	(~G | ~C) & (E <=> ~G) & E	False
(A ==> F) & (A ==> F) & ~A & (F ^ ~J) & (F ^ ~J) & (H & A) & ~A & (H & A) & (H & A) . What is H ?	(A ==> F) & ~A & (F ^ ~J) & (H & A) . What is H ?	(A ==> F) & ~A & (F ^ ~J) & (H & A)	Contradictory
~A & I & (~H ^ F) & (~H ^ F) & (F ==> ~A) & (D <=> ~J) & I & (E & ~H) & (E & ~H) & (E & ~H) & ~A & (F ==> ~A) & ~A & I & (D <=> ~J) & (D <=> ~J) . What is F ?	~A & I & (~H ^ F) & (F ==> ~A) & (D <=> ~J) & (E & ~H) . What is F ?	~A & I & (~H ^ F) & (F ==> ~A) & (D <=> ~J) & (E & ~H)	False
~H & (~H & F) & (~H & F) & (~H & F) & ~H & ~I & ~I & ~I & (D <=> J) & (D <=> J) . What is I ?	~H & (~H & F) & ~I & (D <=> J) . What is I ?	~H & (~H & F) & ~I & (D <=> J)	False
(~F ^ ~I) & F & (D & G) & (D & G) & (D & G) . What is ~D ?	(~F ^ ~I) & F & (D & G) . What is ~D ?	(~F ^ ~I) & F & (D & G)	False
F & F & F . What is F ?	F . What is F ?	F	True
(D & F) & (~B & E) & D & D & (D & F) & (~C | ~G) & ~G & (D & F) & D & (~C | ~G) & (~C | ~G) & (E ^ D) & ~G . What is A ?	(D & F) & (~B & E) & D & (~C | ~G) & ~G & (E ^ D) . What is A ?	(D & F) & (~B & E) & D & (~C | ~G) & ~G & (E ^ D)	Contradictory
~D . What is D ?	~D . What is D ?	~D	False
~D & ~D & ~D . What is D ?	~D . What is D ?	~D	False
~I & (A <=> ~G) & G & (A <=> ~G) & (A <=> ~G) & (~I ^ ~E) & (~I ^ ~E) & ~I & ~I . What is ~A ?	~I & (A <=> ~G) & G & (~I ^ ~E) . What is ~A ?	~I & (A <=> ~G) & G & (~I ^ ~E)	True
~H & ~H . What is ~H ?	~H . What is ~H ?	~H	True
(G ==> B) & (G ==> B) & (~A | H) & J & (~J <=> ~A) & (G ==> B) & ~B & J & (~I | ~J) & (~J <=> ~A) & (~A | H) & (~A | H) . What is J ?	(G ==> B) & (~A | H) & J & (~J <=> ~A) & ~B & (~I | ~J) . What is J ?	(G ==> B) & (~A | H) & J & (~J <=> ~A) & ~B & (~I | ~J)	True
~F & (J ^ F) & (J ^ F) . What is J ?	~F & (J ^ F) . What is J ?	~F & (J ^ F)	True
I . What is I ?	I . What is I ?	I	True
(~I <=> ~E) & (~E ^ ~J) & J . What is J ?	(~I <=> ~E) & (~E ^ ~J) & J . What is J ?	(~I <=> ~E) & (~E ^ ~J) & J	True
F & G & (C ==> A) & F & (A <=> ~D) & (~B & ~I) . What is G ?	F & G & (C ==> A) & (A <=> ~D) & (~B & ~I) . What is G ?	F & G & (C ==> A) & (A <=> ~D) & (~B & ~I)	True
(B ==> ~F) & (B ==> ~F) & ~C & ~C & (~F | ~H) & (B ==> ~F) & ~C . What is ~C ?	(B ==> ~F) & ~C & (~F | ~H) . What is ~C ?	(B ==> ~F) & ~C & (~F | ~H)	True
A & A & A . What is ~A ?	A . What is ~A ?	A	False
~I & (~E & F) & (~B | I) & ~I & ~I & (~B | I) . What is E ?	~I & (~E & F) & (~B | I) . What is E ?	~I & (~E & F) & (~B | I)	False
(A | B) & ~J & (C | ~D) & (C | ~D) & (C | ~D) & ~A . What is J ?	(A | B) & ~J & (C | ~D) & ~A . What is J ?	(A | B) & ~J & (C | ~D) & ~A	False
~C & (~D & ~E) & (A & ~D) & ~C & (~D & ~E) & (A & ~D) & (~D & ~E) & (A & ~D) . What is ~E ?	~C & (~D & ~E) & (A & ~D) . What is ~E ?	~C & (~D & ~E) & (A & ~D)	True
(~C <=> ~G) & D & (~G <=> ~D) & (~C <=> ~G) & (~C <=> ~G) & D & (~G <=> ~D) & D . What is ~D ?	(~C <=> ~G) & D & (~G <=> ~D) . What is ~D ?	(~C <=> ~G) & D & (~G <=> ~D)	False
J & (~D ^ C) & (J ^ ~F) & (J ^ ~F) & ~B & ~B & (~A | ~E) & (~A | ~E) & (~F | ~D) & (~F | ~D) & (~F | ~D) . What is ~J ?	J & (~D ^ C) & (J ^ ~F) & ~B & (~A | ~E) & (~F | ~D) . What is ~J ?	J & (~D ^ C) & (J ^ ~F) & ~B & (~A | ~E) & (~F | ~D)	False
(F ^ ~A) & ~E & ~E & ~F & (D ^ ~E) & (D ^ ~E) & (~B <=> G) & (F ^ ~A) & (F ^ ~A) & (G <=> D) & (G <=> D) . What is ~B ?	(F ^ ~A) & ~E & ~F & (D ^ ~E) & (~B <=> G) & (G <=> D) . What is ~B ?	(F ^ ~A) & ~E & ~F & (D ^ ~E) & (~B <=> G) & (G <=> D)	False
(I ^ ~F) & (I ^ ~F) & ~I & ~I & ~I . What is ~F ?	(I ^ ~F) & ~I . What is ~F ?	(I ^ ~F) & ~I	True
B & (~A & ~H) & (~A & ~H) & B & (~C <=> ~I) & (~A & ~H) & B & ~D & ~D & ~D . What is I ?	B & (~A & ~H) & (~C <=> ~I) & ~D . What is I ?	B & (~A & ~H) & (~C <=> ~I) & ~D	Unknown HELP!
(~B & ~D) & (~C <=> ~E) & (~E & ~B) & (~E & ~B) & (~E & ~B) & (~B & ~D) & (~C <=> ~E) . What is ~D ?	(~B & ~D) & (~C <=> ~E) & (~E & ~B) . What is ~D ?	(~B & ~D) & (~C <=> ~E) & (~E & ~B)	True
(F ^ ~E) & ~B & ~B & (F ^ ~E) & (F ^ ~E) & (~J | B) & (~J | B) & (~J | B) & I & I . What is ~I ?	(F ^ ~E) & ~B & (~J | B) & I . What is ~I ?	(F ^ ~E) & ~B & (~J | B) & I	False
(~D | G) & (H <=> ~J) & E & (H <=> ~J) & G & (~J & ~E) & E & G & (~J & ~E) & E & (~J & ~E) . What is ~I ?	(~D | G) & (H <=> ~J) & E & G & (~J & ~E) . What is ~I ?	(~D | G) & (H <=> ~J) & E & G & (~J & ~E)	Contradictory
~C . What is C ?	~C . What is C ?	~C	False
(G <=> ~J) & (~C ==> ~E) & (~C ==> ~E) & C & (G <=> ~J) & (G <=> ~J) & (~C ==> ~E) & ~J & C & C & ~J . What is G ?	(G <=> ~J) & (~C ==> ~E) & C & ~J . What is G ?	(G <=> ~J) & (~C ==> ~E) & C & ~J	True
(F ^ ~E) & (A ==> G) & (G ^ F) & (A ==> G) & (G ^ F) . What is ~A ?	(F ^ ~E) & (A ==> G) & (G ^ F) . What is ~A ?	(F ^ ~E) & (A ==> G) & (G ^ F)	Unknown HELP!
~I . What is ~I ?	~I . What is ~I ?	~I	True
~H & ~H & ~H & (D <=> ~B) & (~B & J) . What is H ?	~H & (D <=> ~B) & (~B & J) . What is H ?	~H & (D <=> ~B) & (~B & J)	False
D & (~D ==> F) & (~D ==> F) & (~D ==> F) . What is ~D ?	D & (~D ==> F) . What is ~D ?	D & (~D ==> F)	False
(~C ^ ~A) & (~A ^ J) & (~F & ~C) & (~F & ~C) & (~F & ~C) & (~A ^ J) . What is A ?	(~C ^ ~A) & (~A ^ J) & (~F & ~C) . What is A ?	(~C ^ ~A) & (~A ^ J) & (~F & ~C)	True
~I . What is I ?	~I . What is I ?	~I	False
(B | F) & (B | F) & (F & ~D) & ~E & (~A ^ ~J) & (~A ^ ~J) . What is D ?	(B | F) & (F & ~D) & ~E & (~A ^ ~J) . What is D ?	(B | F) & (F & ~D) & ~E & (~A ^ ~J)	False
J & (~J | B) & (~J | B) & ~A & (H <=> ~D) & (~G & ~A) & ~A & (B ^ H) & (H <=> ~D) & (B ^ H) & ~A . What is F ?	J & (~J | B) & ~A & (H <=> ~D) & (~G & ~A) & (B ^ H) . What is F ?	J & (~J | B) & ~A & (H <=> ~D) & (~G & ~A) & (B ^ H)	Unknown HELP!
I & (~J & D) & (~J & D) & (~J & D) . What is J ?	I & (~J & D) . What is J ?	I & (~J & D)	False
C & C . What is ~C ?	C . What is ~C ?	C	False
(~A ==> ~F) & (~E <=> J) & (~E <=> J) & (~F ==> ~C) & F & (~A ==> ~F) & (~E <=> J) & ~E & F & (~F ==> ~C) & (~A ==> ~F) & ~E . What is ~A ?	(~A ==> ~F) & (~E <=> J) & (~F ==> ~C) & F & ~E . What is ~A ?	(~A ==> ~F) & (~E <=> J) & (~F ==> ~C) & F & ~E	False
~J & ~J . What is J ?	~J . What is J ?	~J	False
A & (~H & ~I) & ~E & A & (~B ^ ~A) & (~B ^ ~A) & A . What is ~H ?	A & (~H & ~I) & ~E & (~B ^ ~A) . What is ~H ?	A & (~H & ~I) & ~E & (~B ^ ~A)	True
E & (E & C) & E & (E & C) & (~B & ~F) & (~B & ~F) & (~F | E) & (E & C) & (~F | E) . What is ~E ?	E & (E & C) & (~B & ~F) & (~F | E) . What is ~E ?	E & (E & C) & (~B & ~F) & (~F | E)	False
(~E ==> ~G) & ~B & (J ==> ~E) & (~E ==> ~G) . What is B ?	(~E ==> ~G) & ~B & (J ==> ~E) . What is B ?	(~E ==> ~G) & ~B & (J ==> ~E)	False
(~G & C) & ~C & ~C & ~C . What is ~D ?	(~G & C) & ~C . What is ~D ?	(~G & C) & ~C	Contradictory
(G ==> ~F) & (B ==> D) & D & (G ==> ~F) & (B ==> D) & (D ^ G) & (D ^ G) & (D ^ G) . What is ~D ?	(G ==> ~F) & (B ==> D) & D & (D ^ G) . What is ~D ?	(G ==> ~F) & (B ==> D) & D & (D ^ G)	False
(~C | B) & C & (B | ~E) & ~F & C & (B | ~E) & ~F & (B | ~E) & (~A <=> J) & (~A <=> J) & (~A <=> J) & (H ==> ~C) . What is H ?	(~C | B) & C & (B | ~E) & ~F & (~A <=> J) & (H ==> ~C) . What is H ?	(~C | B) & C & (B | ~E) & ~F & (~A <=> J) & (H ==> ~C)	False
(G ==> C) & (G ==> C) & H & H . What is H ?	(G ==> C) & H . What is H ?	(G ==> C) & H	True
~J & (~H <=> J) & ~J & (~F | D) & (D & B) & (~H <=> J) & (D & B) & (B ^ I) & (B ^ I) & (B ^ I) . What is ~B ?	~J & (~H <=> J) & (~F | D) & (D & B) & (B ^ I) . What is ~B ?	~J & (~H <=> J) & (~F | D) & (D & B) & (B ^ I)	False
C & (J & ~H) & C & (~E | C) & (~E | C) . What is J ?	C & (J & ~H) & (~E | C) . What is J ?	C & (J & ~H) & (~E | C)	True
I . What is ~I ?	I . What is ~I ?	I	False
(~B ==> D) & ~D & ~E & (F <=> ~J) & (~B ==> D) & (~I ==> ~B) & (~I ==> ~B) & (~B ==> D) & (F <=> ~J) & (F <=> ~J) . What is ~D ?	(~B ==> D) & ~D & ~E & (F <=> ~J) & (~I ==> ~B) . What is ~D ?	(~B ==> D) & ~D & ~E & (F <=> ~J) & (~I ==> ~B)	True
(F & ~D) & ~B & (~D ^ ~I) & (F & ~D) & (~D ^ ~I) & (~D ^ ~I) & (F & ~D) . What is F ?	(F & ~D) & ~B & (~D ^ ~I) . What is F ?	(F & ~D) & ~B & (~D ^ ~I)	True
D & D & D . What is ~D ?	D . What is ~D ?	D	False
~F & (G ^ H) & (C ==> ~A) & ~F & (F <=> G) & J & (G ^ H) & (G ^ H) & J . What is ~F ?	~F & (G ^ H) & (C ==> ~A) & (F <=> G) & J . What is ~F ?	~F & (G ^ H) & (C ==> ~A) & (F <=> G) & J	True
~A . What is ~A ?	~A . What is ~A ?	~A	True
(~J ==> B) & (~F ^ A) & (B <=> ~E) & D & D & (B <=> ~E) & ~G & (~E & ~H) & ~G & (B <=> ~E) . What is H ?	(~J ==> B) & (~F ^ A) & (B <=> ~E) & D & ~G & (~E & ~H) . What is H ?	(~J ==> B) & (~F ^ A) & (B <=> ~E) & D & ~G & (~E & ~H)	False
(B & ~F) & (~I | B) & (B & ~F) & (~F <=> G) & (B & ~F) . What is ~F ?	(B & ~F) & (~I | B) & (~F <=> G) . What is ~F ?	(B & ~F) & (~I | B) & (~F <=> G)	True
(~J & F) & ~A & (~J & F) & (D <=> ~B) & (~J & F) & ~A & (D <=> ~B) & (D <=> ~B) . What is ~J ?	(~J & F) & ~A & (D <=> ~B) . What is ~J ?	(~J & F) & ~A & (D <=> ~B)	True
(B ==> ~I) & (F ^ ~E) & A & (B ==> ~I) & (B ==> ~I) & (~C & F) & (~C & F) & A & A & (~C & F) . What is ~E ?	(B ==> ~I) & (F ^ ~E) & A & (~C & F) . What is ~E ?	(B ==> ~I) & (F ^ ~E) & A & (~C & F)	False
H & (~A ==> ~H) & (~B <=> C) & (~H & J) & H & (~A ==> ~H) & H & (~H & J) & ~B & ~B . What is J ?	H & (~A ==> ~H) & (~B <=> C) & (~H & J) & ~B . What is J ?	H & (~A ==> ~H) & (~B <=> C) & (~H & J) & ~B	Contradictory
(E & I) & (E & I) & (~G <=> J) & (I ==> ~C) & (I ==> ~C) & (I ==> ~C) & ~J & ~J . What is ~E ?	(E & I) & (~G <=> J) & (I ==> ~C) & ~J . What is ~E ?	(E & I) & (~G <=> J) & (I ==> ~C) & ~J	False
(A <=> B) & (I & A) . What is I ?	(A <=> B) & (I & A) . What is I ?	(A <=> B) & (I & A)	True
(~G ==> ~H) & (~G ==> ~H) & (~I <=> ~G) & I & (~H ==> ~B) & (~G ==> ~H) & (~I <=> ~G) & (~I <=> ~G) . What is ~I ?	(~G ==> ~H) & (~I <=> ~G) & I & (~H ==> ~B) . What is ~I ?	(~G ==> ~H) & (~I <=> ~G) & I & (~H ==> ~B)	False
(G ^ J) & (G ^ J) & ~B & (G ^ J) & (~B ^ G) & (J ^ C) & (~B ^ G) & D & (~B ^ G) & (E & F) & (E & F) & (E & F) . What is ~C ?	(G ^ J) & ~B & (~B ^ G) & (J ^ C) & D & (E & F) . What is ~C ?	(G ^ J) & ~B & (~B ^ G) & (J ^ C) & D & (E & F)	True
(~C ^ ~A) & (~A & ~D) & (~H & ~F) & ~F & ~F & (~H & ~F) & (~C ^ ~A) & (~H & ~F) . What is ~A ?	(~C ^ ~A) & (~A & ~D) & (~H & ~F) & ~F . What is ~A ?	(~C ^ ~A) & (~A & ~D) & (~H & ~F) & ~F	True
(D & I) & (D & I) . What is D ?	(D & I) . What is D ?	(D & I)	True
G & G . What is G ?	G . What is G ?	G	True
(I <=> ~E) & (I <=> ~E) & (~E & B) & (~E & B) . What is ~I ?	(I <=> ~E) & (~E & B) . What is ~I ?	(I <=> ~E) & (~E & B)	False
I & I . What is ~D ?	I . What is ~D ?	I	Unknown HELP!
(J | ~D) & ~G & ~G & (J | ~D) & (G | ~F) & (G | ~F) & ~I & ~G & (J | ~D) & (G | ~F) & ~I & ~I . What is ~G ?	(J | ~D) & ~G & (G | ~F) & ~I . What is ~G ?	(J | ~D) & ~G & (G | ~F) & ~I	True
F & D & F & (~I ^ ~F) & (~I ^ ~F) & D & D & (A <=> ~C) & (A <=> ~C) & (A <=> ~C) . What is D ?	F & D & (~I ^ ~F) & (A <=> ~C) . What is D ?	F & D & (~I ^ ~F) & (A <=> ~C)	True
B . What is B ?	B . What is B ?	B	True
(F ^ C) & (~H ^ J) & ~C & (F ^ C) & (J <=> ~B) & (J <=> ~B) & ~C & J & ~C & J . What is ~B ?	(F ^ C) & (~H ^ J) & ~C & (J <=> ~B) & J . What is ~B ?	(F ^ C) & (~H ^ J) & ~C & (J <=> ~B) & J	True
C & C & C & (H ==> ~C) & (~C ^ A) & (H ==> ~C) & (~C ^ A) & (~C ^ A) . What is ~A ?	C & (H ==> ~C) & (~C ^ A) . What is ~A ?	C & (H ==> ~C) & (~C ^ A)	False
~J & F & (E ==> ~C) & (~I ==> B) & (~C ==> G) & (G ==> ~J) & (~C ==> G) & (G ==> ~J) & (~I ==> B) & (~I ==> B) & (G ==> ~J) . What is J ?	~J & F & (E ==> ~C) & (~I ==> B) & (~C ==> G) & (G ==> ~J) . What is J ?	~J & F & (E ==> ~C) & (~I ==> B) & (~C ==> G) & (G ==> ~J)	False
(B | I) & (A & ~H) & (A & ~H) & A & (I ^ A) & (I ^ A) & A & A . What is I ?	(B | I) & (A & ~H) & A & (I ^ A) . What is I ?	(B | I) & (A & ~H) & A & (I ^ A)	False
J . What is ~A ?	J . What is ~A ?	J	Unknown HELP!
(~B ^ ~C) . What is ~C ?	(~B ^ ~C) . What is ~C ?	(~B ^ ~C)	Unknown HELP!
(~F ==> E) & ~I & C & C & (~H <=> I) & (~F ==> E) & (I <=> ~A) & (I <=> ~A) & (~H <=> I) & (~H <=> I) & (I <=> ~A) . What is ~A ?	(~F ==> E) & ~I & C & (~H <=> I) & (I <=> ~A) . What is ~A ?	(~F ==> E) & ~I & C & (~H <=> I) & (I <=> ~A)	False
D & (~A <=> E) & (F <=> ~A) & (E | B) & ~B & ~B & (I & C) & (E | B) & (F <=> ~A) & (I & C) & (I & C) . What is A ?	D & (~A <=> E) & (F <=> ~A) & (E | B) & ~B & (I & C) . What is A ?	D & (~A <=> E) & (F <=> ~A) & (E | B) & ~B & (I & C)	False
(~F | ~G) & (~F | ~G) & F & (~F | ~G) & (E & J) & (E & J) & (E & J) . What is E ?	(~F | ~G) & F & (E & J) . What is E ?	(~F | ~G) & F & (E & J)	True
~G & ~G & ~G . What is ~G ?	~G . What is ~G ?	~G	True
(~J & ~H) & (~J & ~H) & (~J & ~H) . What is J ?	(~J & ~H) . What is J ?	(~J & ~H)	False
G & ~J & ~J & (~J ==> F) & (G ==> H) & ~J . What is ~I ?	G & ~J & (~J ==> F) & (G ==> H) . What is ~I ?	G & ~J & (~J ==> F) & (G ==> H)	Unknown HELP!
(~E & ~G) & (~E & ~G) & ~A & (~D ^ A) & (~E & ~G) & (~D ^ A) & ~A & ~A . What is ~G ?	(~E & ~G) & ~A & (~D ^ A) . What is ~G ?	(~E & ~G) & ~A & (~D ^ A)	True
(B & ~J) . What is ~J ?	(B & ~J) . What is ~J ?	(B & ~J)	True
(F & H) & (H ^ ~D) & F & F & F . What is D ?	(F & H) & (H ^ ~D) & F . What is D ?	(F & H) & (H ^ ~D) & F	True
~C & (~A & I) . What is ~I ?	~C & (~A & I) . What is ~I ?	~C & (~A & I)	False
(~B | D) & ~E & (E <=> C) & ~E & (E <=> C) & ~E & (E <=> C) & (D <=> E) & (D <=> E) . What is C ?	(~B | D) & ~E & (E <=> C) & (D <=> E) . What is C ?	(~B | D) & ~E & (E <=> C) & (D <=> E)	False
(A ==> D) & (J | A) & (J | A) & (~H | J) & (A ==> D) & (~H | J) & (J | A) & (A ==> D) & ~D & ~D & ~D . What is ~J ?	(A ==> D) & (J | A) & (~H | J) & ~D . What is ~J ?	(A ==> D) & (J | A) & (~H | J) & ~D	False
(~A | G) & (~A | G) & (B ^ ~I) & (~I ==> ~D) & ~B & C & C & (B ^ ~I) & ~B & (~I ==> ~D) & (~A | G) & (B ^ ~I) . What is I ?	(~A | G) & (B ^ ~I) & (~I ==> ~D) & ~B & C . What is I ?	(~A | G) & (B ^ ~I) & (~I ==> ~D) & ~B & C	False
~H . What is H ?	~H . What is H ?	~H	False
(G ^ J) & (G ^ J) & (D <=> G) & (D <=> G) & (B ==> D) & (G ^ J) . What is J ?	(G ^ J) & (D <=> G) & (B ==> D) . What is J ?	(G ^ J) & (D <=> G) & (B ==> D)	Unknown HELP!
(F ^ J) & ~G & (G <=> ~E) & ~I & ~I & (G <=> ~E) & ~I . What is G ?	(F ^ J) & ~G & (G <=> ~E) & ~I . What is G ?	(F ^ J) & ~G & (G <=> ~E) & ~I	False
~C & ~C & (~A ^ C) & (I ==> ~A) & (C & H) & (I ==> ~A) & (I ==> ~A) & ~C . What is ~A ?	~C & (~A ^ C) & (I ==> ~A) & (C & H) . What is ~A ?	~C & (~A ^ C) & (I ==> ~A) & (C & H)	Contradictory
(I | D) & A & (H <=> ~A) & (H <=> ~A) . What is C ?	(I | D) & A & (H <=> ~A) . What is C ?	(I | D) & A & (H <=> ~A)	Unknown HELP!
(G & ~D) & (~F ==> G) & (J ^ ~F) & (~F ==> G) & (~F ==> G) & (J ^ ~F) & (J ^ ~F) & (G & ~D) & (G & ~D) . What is G ?	(G & ~D) & (~F ==> G) & (J ^ ~F) . What is G ?	(G & ~D) & (~F ==> G) & (J ^ ~F)	True
E & (~E & I) & H & H & (~E & I) & (J | H) & (J | H) & E . What is B ?	E & (~E & I) & H & (J | H) . What is B ?	E & (~E & I) & H & (J | H)	Contradictory
(G ^ ~F) & (~B ^ G) & (~I & ~B) & (G ^ ~F) & (~I & ~B) & (G ^ ~F) & (~I & ~B) & (~B ^ G) . What is ~B ?	(G ^ ~F) & (~B ^ G) & (~I & ~B) . What is ~B ?	(G ^ ~F) & (~B ^ G) & (~I & ~B)	True
(J <=> ~A) & (E ==> ~H) & H & H & (E ==> ~H) & ~A & ~A & (~A ^ D) & (~A ^ D) . What is ~D ?	(J <=> ~A) & (E ==> ~H) & H & ~A & (~A ^ D) . What is ~D ?	(J <=> ~A) & (E ==> ~H) & H & ~A & (~A ^ D)	True
H & H & (E ^ G) & (E ^ G) & (C ^ B) & (E ^ G) & H & ~C & ~C & ~C . What is ~H ?	H & (E ^ G) & (C ^ B) & ~C . What is ~H ?	H & (E ^ G) & (C ^ B) & ~C	False
(~C <=> F) & G & (~C <=> F) & G & G . What is ~G ?	(~C <=> F) & G . What is ~G ?	(~C <=> F) & G	False
J & (~A | G) & (~E ^ J) & J & (G ^ ~E) & (G ^ ~E) & (~E ^ J) . What is G ?	J & (~A | G) & (~E ^ J) & (G ^ ~E) . What is G ?	J & (~A | G) & (~E ^ J) & (G ^ ~E)	True
